lei,ementa
"9.813, de 23.8.99Publicada no DOU de 24.8.99.","Acresce parágrafo ao art. 12 da Lei nº 7.738, de 9 de março de 1989, que baixa normas complementares para execução da Lei nº 7.730, de 31 de janeiro de 1989."
"9.812, de 10.8.99Publicada no DOU de 11.8.99.","Acrescenta parágrafos ao art. 30 da Lei nº 6.015, de 31 de dezembro de 1973, com a redação dada pela Lei nº 9.534, de 10 de dezembro de 1997, e inciso VI ao art. 39 da Lei nº 8.935, de 18 de novembro de 1994."
"9.811, de 28.7.99Publicada no DOU de 29.7.99.",Dispõe sobre as diretrizes para a elaboração da lei orçamentária de 2000 e dá outras providências. Mensagem de Veto
"9.810, de 21.7.99Publicada no DOU de 22.7.99.","Abre ao Orçamento Fiscal da União, em favor de Encargos Financeiros da União – Recursos sob Supervisão do Ministério da Fazenda, crédito suplementar no valor de R$ 131.535.158,00, para reforço de dotações consignadas no vigente orçamento."
"9.809, de 21.7.99Publicada no DOU de 22.7.99.","Abre ao Orçamento Fiscal da União, em favor do Gabinete do Ministro Extraordinário de Política Fundiária, crédito suplementar no valor de R$ 95.191.000,00, para os fins que especifica."
"9.808, de 20.7.99Publicada no DOU de 21.7.99.",Define diretrizes e incentivos fiscais para o desenvolvimento regional e dá outras providências. Mensagem de Veto
"9.807, de 13.7.99Publicada no DOU de 14.7.99.","Estabelece normas para a organização e a manutenção de programas especiais de proteção a vítimas e a testemunhas ameaçadas, institui o Programa Federal de Assistência a Vítimas e a Testemunhas Ameaçadas e dispõe sobre a proteção de acusados ou condenados que tenham voluntariamente prestado efetiva colaboração à investigação policial e ao processo criminal."
"9.806, de 2.7.99Publicada no DOU de 5.7.99.","Abre ao Orçamento da Seguridade Social da União, em favor do Ministério da Agricultura e do Abastecimento, crédito suplementar no valor de R$ 50.000.000,00, para os fins que especifica."
"9.805, de 2.7.99Publicada no DOU de 5.7.99.","Abre ao Orçamento Fiscal da União, em favor do Ministério das Comunicações, crédito suplementar no valor de R$ 105.296.000,00, para os fins que especifica."
"9.804, de 30.6.99Publicada no DOU de 2.7.99.","Altera a redação do art. 34 da Lei nº 6.368, de 21 de outubro de 1976, que dispõe sobre medidas de prevenção e repressão ao tráfico ilícito e uso indevido de substâncias entorpecentes ou que determinem dependência física ou psíquica."
"9.803, de 30.6.99Publicada no DOU de 2.7.99.","Autoriza o Poder Executivo a abrir ao Orçamento da Seguridade Social da União, em favor do Ministério do Planejamento e Orçamento, crédito extraordinário no valor de R$ 7.556.000,00, para os fins que especifica."
"9.802, de 30.6.99Publicada no DOU de 1º.7.99.","Abre ao Orçamento Fiscal da União, em favor de Encargos Financeiros da União – Recursos sob Supervisão do Ministério da Fazenda, crédito especial no valor de R$ 22.069.388.000,00, para os fins que especifica."
"9.801, de 14.6.99Publicada no DOU de 15.6.99.",Dispõe sobre as normas gerais para perda de cargo público por excesso de despesa e dá outras providências.
"9.800, de 26.5.99Publicada no DOU de 27.5.99.",Permite às partes a utilização de sistema de transmissão de dados para a prática de atos processuais.
"9.799, de 26.5.99Publicada no DOU de 27.5.99.",Insere na Consolidação das Leis do Trabalho regras sobre o acesso da mulher ao mercado de trabalho e dá outras providências. Mensagem de Veto
"9.798, de 18.5.99Publicada no DOU de 19.5.99.","Altera a Lei nº 7.674, de 4 de outubro de 1988, que autoriza o Instituto de Administração Financeira da Previdência e Assistência Social-Iapas a doar à Academia Nacional de Medicina imóveis destinados à instalação de centros de estudo e pesquisa."
"9.797, de 6.5.99Publicada no DOU de 7.5.99.",Dispõe sobre a obrigatoriedade da cirurgia plástica reparadora da mama pela rede de unidades integrantes do Sistema Único de Saúde - SUS nos casos de mutilação decorrentes de tratamento de câncer.
"9.796, de 5.5.99Publicada no DOU de 6.5.99.","Dispõe sobre a compensação financeira entre o Regime Geral de Previdência Social e os regimes de previdência dos servidores da União, dos Estados, do Distrito Federal e dos Municípios, nos casos de contagem recíproca de tempo de contribuição para efeito de aposentadoria, e dá outras providências."
"9.795, de 27.4.99Publicada no DOU de 28.4.99.","Dispõe sobre a educação ambiental, institui a Política Nacional de Educação Ambiental e dá outras providências. Mensagem de Veto"
"9.794, de 20.4.99Publicada no DOU de 22.4.99.",Altera o nome do Aeroporto Internacional de Brasília.
"9.793, de 19.4.99Publicada no DOU de 20.4.99.",Concede pensão especial a Claudio Villas Boas e Orlando Villas Boas.
"9.792, de 14.4.99Publicada no DOU de 15.4.99.","Revoga o art. 112 da Lei nº 9.503, de 23 de setembro de 1997 – Código de Trânsito Brasileiro."
"9.791, de 24.3.99Publicada no DOU de 25.3.99.",Dispõe sobre a obrigatoriedade de as concessionárias de serviços públicos estabelecerem ao consumidor e ao usuário datas opcionais para o vencimento de seus débitos. Mensagem de Veto
"9.790, de 23.3.99Publicada no DOU de 24.3.99.","Dispõe sobre a qualificação de pessoas jurídicas de direito privado, sem fins lucrativos, como Organizações da Sociedade Civil de Interesse Público, institui e disciplina o Termo de Parceria, e dá outras providências."
"9.789, de 23.2.99Publicada no DOU de 24.2.99",Estima a Receita e fixa a Despesa da União para o exercício financeiro de 1999. Mensagem de Veto
"9.788, de 19.2.99Publicada no DOU de 22.2.99.","Dispõe sobre a reestruturação da Justiça Federal de Primeiro Grau nas cinco Regiões, com a criação de Varas Federais e dá outras providências."
"9.787, de 10.2.99Publicada no DOU de 11.2.99.","Altera a Lei nº 6.360, de 23 de setembro de 1976, que dispõe sobre a vigilância sanitária, estabelece o medicamento genérico, dispõe sobre a utilização de nomes genéricos em produtos farmacêuticos e dá outras providências."
"9.786, de 8.2.99Publicada no DOU de 9.2.99.",Dispõe sobre o Ensino no Exército Brasileiro e dá outras providências.
"9.785, de 29.1.99Publicada no DOU de 1º.2.99.","Altera o Decreto-Lei nº 3.365, de 21 de junho de 1941 (desapropriação por utilidade pública) e as Leis nº 6.015, de 31 de dezembro de 1973 (registros públicos) e 6.766, de 19 de dezembro de 1979 (parcelamento do solo urbano). Mensagem de Veto"
"9.784, de 29.1.99Publicada no DOU de 1º.2.99.",Regula o processo administrativo no âmbito da Administração Pública Federal.
"9.783, de 28.1.99Publicada no DOU de 29.1.99.","Dispõe sobre a contribuição para o custeio da previdência social dos servidores públicos, ativos e inativos, e dos pensionistas dos três Poderes da União, e dá outras providências."
"9.782, de 26.1.99Publicada no DOU de 27.1.99.","Define o Sistema Nacional de Vigilância Sanitária, cria a Agência Nacional de Vigilância Sanitária, e dá outras providências."
"9.781, de 19.1.99Publicada no DOU de 20.1.99.","Institui a Taxa Processual sobre os processos de competência do Conselho Administrativo de Defesa Econômica - CADE, e dá outras providências."
"9.780, de 19.1.99Publicada no DOU de 20.1.99.","Altera a Lei nº 9.365, de 16 de dezembro de 1996, e dá outras providências."
"9.779, de 19.1.99Publicada no DOU de 20.1.99.","Altera a legislação do Imposto sobre a Renda, relativamente à tributação dos Fundos de Investimento Imobiliário e dos rendimentos auferidos em aplicação ou operação financeira de renda fixa ou variável, ao Sistema Integrado de Pagamento de Impostos e Contribuições das Microempresas e das Empresas de Pequeno Porte - SIMPLES, à incidência sobre rendimentos de beneficiários no exterior, bem assim a legislação do Imposto sobre Produtos Industrializados - IPI, relativamente ao aproveitamento de créditos e à equiparação de atacadista a estabelecimento industrial, do Imposto sobre Operações de Crédito, Câmbio e Seguros ou Relativas a Títulos e Valores Mobiliários - IOF, relativamente às operações de mútuo, e da Contribuição Social sobre o Lucro Líquido, relativamente às despesas financeiras, e dá outras providências."
"9.778, de 5.1.99Publicada no DOU de 6.1.1999.","Denomina ""Aeroporto Internacional do Rio de Janeiro/Galeão – Antonio Carlos Jobim"" ao ""Aeroporto Internacional do Rio de Janeiro/Galeão."
"9.777, de 29.12.98Publicada no DOU de 30.12.98","Altera os arts. 132, 203 e 207 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal."
"9.776, de 23.12.98Publicada no DOU de 24.12.98","Autoriza o Poder Executivo a abrir ao Orçamento da Seguridade Social da União, em favor do Ministério da Previdência e Assistência Social, crédito suplementar até o limite de R$516.817.940,00, para os fins que especifica."
"9.775, de 21.12.98Publicada no DOU de 22.12.98",Altera dispositivos da Lei n o
"9.774, de 21.12.98Publicada no DOU de 22.12.98",Altera a Lei n o
"9.773, de 21.12.98Publicada no DOU de 22.12.98","Autoriza o Poder Executivo a abrir aos Orçamentos Fiscal e da Seguridade Social da União, em favor de diversos Órgãos dos Poderes Judiciário e Executivo, crédito suplementar no valor global de R$197.438.062,00, para os fins que especifica."
"9.772, de 21.12.98Publicada no DOU de 22.12.98","Abre ao Orçamento de Investimento, em favor de diversas empresas estatais, crédito especial até o limite de R$1.208.123.600,00, para os fins que especifica."
"9.771, de 21.12.98Publicada no DOU de 22.12.98","Abre ao Orçamento de Investimento, em favor de diversas empresas estatais, crédito suplementar no valor de R$430.471.061,00, para os fins que especifica."
"9.770, de 21.12.98Publicada no DOU de 22.12.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor de Encargos Financeiros da União - Recursos sob Supervisão do Ministério da Fazenda, crédito suplementar até o limite de R$7.052.076.000,00, para, reforço de dotação consignada no vigente orçamento."
"9.769, de 21.12.98Publicada no DOU de 22.12.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor do Gabinete do Ministro Extraordinário de Política Fundiária, crédito especial até o limite de R$122.880.000,00, para os fins que especifica."
"9.768, de 21.12.98Publicada no DOU de 22.12.98","Abre ao Orçamento de Investimento, em favor de diversas empresas estatais, crédito especial até o limite de R$242.636.122,00, para os fins que especifica."
"9.767, de 21.12.98Publicada no DOU de 22.12.98","Abre ao Orçamento de Investimento, em favor da empresa Centrais Elétricas do Sul do Brasil. S.A., crédito suplementar no valor de R$5.082.033,00, para os fins que especifica."
"9.766, de 18.12.98Publicada no DOU de 19.12.98 (Ed. Extra)","Altera a legislação que rege o Salário-Educação, e dá outras providências."
"9.765, de 17.12.98Publicada no DOU de 18.12.98","Institui taxa de licenciamento, controle e fiscalização de materiais nucleares e radioativos e suas instalações."
"9.764, de 17.12.98Publicada no DOU de 18.12.98",Altera a redação do art. 190 do Decreto-Lei n o
"9.763, de 17.12.98Publicada no DOU de 18.12.98","Abre ao Orçamento de Investimento, em favor de diversas empresas estatais, crédito suplementar até o limite de R$6.411.544,00, e reduz o Orçamento de Investimento, de diversas empresas estatais, no valor de R$169.769.756,00, para os fins que especifica."
"9.762, de 17.12.98Publicada no DOU de 18.12.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor do Ministério da Fazenda, crédito suplementar no valor de R$185.598.653,00, para reforço de dotação consignada no vigente orçamento."
"9.761, de 17.12.98Publicada no DOU de 18.12.98","Autoriza o Poder Executivo a abrir aos Orçamentos Fiscal e da Seguridade Social da União, em favor dos Ministérios da Educação e do Desporto, da Cultura e da Previdência e Assistência Social, credito suplementar no valor global de R$366.519.877,00, para os fins que especifica."
"9.760, de 16.12.98Publicada no DOU de 17.12.98","Autoriza o Poder Executivo a abrir aos Orçamentos Fiscal e da Seguridade Social da União, em favor do Ministério da Educação e do Desporto, crédito especial até o limite de R$2.026.591,00, para os fins que especifica."
"9.759, de 17.12.98Publicada no DOU de 18.12.98","Autoriza o Poder Executivo a abrir aos Orçamentos Fiscal e da Seguridade Social da União, em favor do Ministério da Justiça, crédito suplementar no valor de R$11.344.238,00, para os fins que especifica."
"9.758, de 17.12.98Publicada no DOU de 18.12.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor da Presidência da República e do Ministério da Justiça, crédito especial, até o limite de R$2.075.900,00, para os fins que especifica."
"9.757, de 17.12.98Publicada no DOU de 18.12.98","Abre ao Orçamento de Investimento, em favor de diversas empresas estatais federais, crédito especial até o limite de R$155.786.645,00, para os fins que especifica."
"9.756, de 17.12.98Publicada no DOU de 18.12.98",Dispõe sobre o processamento de recursos no âmbito dos tribunais.
"9.755, de 16.12.98Publicada no DOU de 17.12.98","Dispõe sobre a criação de ""homepage"" na ""Internet"", pelo Tribunal de Contas da União, para divulgação dos dados e informações que especifica, e dá outras providências."
"9.754, de 15.12.98Publicada no DOU de 17.12.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor do Ministério da Educação e do Desporto, crédito especial até o limite de R$36.045.482,00, para os fins que especifica."
"9.753, de 15.12.98Publicada no DOU de 17.12.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor do Poder Judiciário, Ministério Público da União e Ministério dos Transportes, crédito especial até o limite de R$44.983.391,00, para os fins que especifica."
"9.752, de 15.12.98Publicada no DOU de 17.12.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor de Operações Oficiais de Crédito - Recursos sob Supervisão do Ministério da Fazenda, crédito especial até o limite de R$2.100.000.000,00, para os fins que especifica."
"9.751, de 16.12.98Publicada no DOU de 17.12.98","Autoriza o Poder Executivo a abrir ao Orçamento da Seguridade Social da União, em favor do Ministério das Comunicações, crédito especial até o limite de R$1.480.370.363,00, para os fins que especifica."
"9.750, de 16.12.98Publicada no DOU de 17.12.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor do Ministério dos Transportes, crédito especial até o limite de R$1.800.000,00, para os fins que especifica."
"9.749, de 15.12.98Publicada no DOU de 16.12.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor do Ministério do Planejamento e Orçamento, crédito especial até o limite de R$360.000,00, para os fins que especifica."
"9.748, de 15.12.98Publicada no DOU de 16.12.98","Autoriza o Poder Executivo a abrir aos Orçamentos Fiscal e da Seguridade Social da União, em favor de diversos Órgãos dos Poderes Legislativo e Executivo, crédito suplementar no valor global de R$370.799.399,00, para os fins que especifica."
"9.747, de 15.12.98Publicada no DOU de 16.12.98","Autoriza o Poder Executivo a abrir aos Orçamentos Fiscal e da Seguridade Social da União, em favor do Ministério dos Transportes, crédito suplementar no valor de R$52.499.974,00, para os fins que especifica."
"9.746, de 15.12.98Publicada no DOU de 16.12.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor do Ministério do Meio Ambiente, dos Recursos Hídricos e da Amazônia Legal, crédito extraordinário no valor de R$ 15.500.000,00, para os fins que especifica."
"9.745, de 15.12.98Publicada no DOU de 16.12.98",Institui o Programa Emergencial de Frentes Produtivas e dá outras providências.
"9.744, de 11.12.98Publicada no DOU de 14.12.98","Abre ao Orçamento de Investimento, em favor de diversas empresas estatais do setor elétrico, crédito suplementar no valor de R$451.391.909,00, para os fins que especifica."
"9.743, de 11.12.98Publicada no DOU de 14.12.98","Abre ao Orçamento de Investimento, em favor do Banco do Brasil S.A., crédito especial até o limite de R$515.300,00, para os fins que especifica."
"9.742, de 11.12.98Publicada no DOU de 14.12.98","Autoriza o Poder Executivo a abrir ao Orçamento da Seguridade Social da União, em favor dos Ministérios da Educação e do Desporto e da Previdência e Assistência Social, crédito suplementar na valor global de R$43.182.907,00, para os fins que especifica."
"9.741, de 11.12.98Publicada no DOU de 14.12.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor do Ministério da Educação e do Desporto, crédito suplementar no valor de R$44.000.000,00, para os fins que especifica."
"9.740, de 11.12.98Publicada no DOU de 14.12.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor do Ministério do Planejamento e Orçamento, crédito suplementar no valor de R$6.401.594,00, para reforço de dotações consignadas no vigente orçamento."
"9.739, de 11.12.98Publicada no DOU de 14.12.98","Autoriza o Poder Executivo a abrir aos Orçamentos Fiscal e da Seguridade Social da União, em favor do Ministério da Agricultura e do Abastecimento e do Ministério da Indústria, do Comércio e do Turismo, crédito suplementar até o limite de R$8.584.366,00, para os fins que especifica."
"9.738, de 11.12.98Publicada no DOU de 14.12.98","Abre ao Orçamento de Investimento, em favor da Caixa Econômica Federal - CEF e da COBRA - Computadores e Sistemas Brasileiros S.A., crédito suplementar até o limite de R$469.874.679,00, para os fins que especifica."
"9.737, de 11.12.98Publicada no DOU de 14.12.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor de Encargos Financeiros da União - Recursos sob Supervisão do Ministério da Fazenda, crédito suplementar até o limite de R$350.000.000,00, para reforço de dotação consignada no vigente orçamento."
"9.736, de 11.12.98Publicada no DOU de 14.12.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor de Encargos Financeiros da União - Recursos sob Supervisão do Ministério da Fazenda, crédito suplementar até o limite de R$1.089.148,00, para reforço de dotação consignada no vigente orçamento."
"9.735, de 11.12.98Publicada no DOU de 14.12.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor de Encargos Financeiros da União - Recursos sob Supervisão do Ministério da Fazenda, crédito suplementar até o limite de R$1.074.483.424,00, para reforço de dotação consignadas no vigente orçamento."
"9.734, de 11.12.98Publicada no DOU de 14.12.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor do Ministério da Justiça, crédito especial até o limite de R$69.674.175,00, para os fins que especifica."
"9.733, de 11.12.98Publicada no DOU de 14.12.98","Abre ao Orçamento de Investimento, em favor de diversas empresas estatais, crédito suplementar até o limite de R$57.197.301,00, para os fins que especifica"
"9.732, de 11.12.98Publicada no DOU de 14.12.98","Altera dispositivos das Leis n o s 8.212 e 8.213, ambas de 24 de julho de 1991, da Lei n o"
"9.731, de 01.12.98Publicada no DOU de 2.12.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor da Presidência da República e do Ministério da Justiça, crédito suplementar no valor global de R$127.910.000,00, para os fins que especifica."
"9.730, de 11.12.98Publicada no DOU de 14.12.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor do Ministério da Marinha, crédito suplementar no valor de R$18.757.681,00, para os fins que especifica."
"9.729, de 01.12.98Publicada no DOU de 2.12.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, crédito especial até o limite de R$450.000.000,00, em favor de Transferências a Estados, Distrito Federal e Municípios - Recursos sob supervisão do Ministério da Fazenda."
"9.728, de 01.12.98Publicada no DOU de 2.12.98","Autoriza o Poder Executivo a abrir ao Orçamento da Seguridade Social da União, em favor do Ministério da Previdência e Assistência Social, crédito suplementar no valor de R$294.175.000,00, para os fins que especifica."
"9.727, de 01.12.98Publicada no DOU de 2.12.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor do Ministério dos Transportes, crédito especial até o limite de R$6.464.000,00, para os fins que especifica."
"9.726, de 01.12.98Publicada no DOU de 2.12.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor do Ministério dos Transportes, crédito especial até o limite de R$13.883.438,00, para os fins que especifica."
"9.725, de 01.12.98Publicada no DOU de 2.12.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor do Ministério do Meio Ambiente, dos Recursos Hídricos e da Amazônia Legal, crédito suplementar no valor de R$2.747.479,00, para os fins que especifica."
"9.724, de 01.12.98Publicada no DOU de 2.12.98",Dispõe sobre a autonomia de gestão das Organizações Militares Prestadoras de Serviços da Marinha e dá outras providências.
"9.723, de 30.11.98Publicada no DOU de 1.12.98","Autoriza o Poder Executivo a abrir aos Orçamentos Fiscal e da Seguridade Social da União, em favor de diversos órgãos dos Poderes Legislativo, Judiciário, Executivo e do Ministério Público da União, crédito suplementar no valor global de R$1.788.418.958,00, para os fins que especifica."
"9.722, de 30.11.98Publicada no DOU de 1º.12.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor do Ministério da Agricultura e do Abastecimento, crédito suplementar no valor de R$13.300.000,00, para os fins que especifica."
"9.721, de 30.11.98Publicada no DOU de 1º.12.98","Autoriza o Poder Executivo a abrir ao Orçamento da Seguridade Social da União, em favor do Ministério do Planejamento e Orçamento, crédito especial até o limite de R$600.000,00, para os fins que especifica."
"9.720, de 30.11.98Publicada no DOU de 1º.12.98",Dá nova redação a dispositivos da Lei n o
"9.719, de 27.11.98Publicada no DOU de 30.11.98","Dispõe sobre normas e condições gerais de proteção ao trabalho portuário, institui multas pela inobservância de seus preceitos, e dá outras providências."
"9.718, de 27.11.98Publicada no DOU de 28.11.98",Altera a Legislação Tributária Federal. Vide texto compilado
"9.717, de 27.11.98Publicada no DOU de 28.11.98","Dispõe sobre regras gerais para a organização e o funcionamento dos regimes próprios de previdência social dos servidores públicos da União, dos Estados, do Distrito Federal e dos Municípios, dos militares dos Estados e do Distrito Federal e dá outras providências."
"9.716, de 26.11.98Publicada no DOU de 27.11.98","Dá nova redação aos arts. 1 o , 2 o , 3 o e 4 o do Decreto-Lei n o"
"9.715, de 25.11.98Publicada no DOU de 26.11.98","Dispõe sobre as contribuições para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público - PIS/PASEP, e dá outras providências."
"9.714, de 25.11.98Publicada no DOU de 26.11.98","Altera dispositivos do Decreto-Lei n o 2.848, de 7 de dezembro de 1940 - Código Penal. Mensagem de Veto"
"9.713, de 25.11.98Publicada no DOU de 26.11.98",Altera dispositivo da Lei n o
"9.712, de 20.11.98Publicada no DOU de 23.11.98",Altera a Lei n o
"9.711, de 20.11.98Publicada no DOU de 21.11.98 (Ed. Extra)","Dispõe sobre a recuperação de haveres do Tesouro Nacional e do Instituto Nacional do Seguro Social - INSS, a utilização de Títulos da Dívida Pública, de responsabilidade do Tesouro Nacional, na quitação de débitos com o INSS, altera dispositivos das Leis n os"
"9.710, de 19.11.98Publicada no DOU de 21.11.98 (Ed. Extra)",Dispõe sobre medidas de fortalecimento do Sistema Financeiro Nacional e dá outras providências.
"9.709, de 18.11.98Publicada no DOU de 19.11.98","Regulamenta a execução do disposto nos incisos I, II e III do art. 14 da Constituição Federal."
"9.708, de 18.11.98Publicada no DOU de 19.11.98",Altera o art. 58 da Lei n o
"9.707, de 18.11.98Publicada no DOU de 19.11.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, crédito suplementar até o limite de R$237.475,00, em favor do Ministério do Planejamento e Orçamento, para reforço de dotação consignada no vigente orçamento."
"9.706, de 18.11.98Publicada no DOU de 19.11.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor da Justiça do Trabalho, crédito especial até o limite de R$307.000,00, para os fins que especifica."
"9.705, de 18.11.98Publicada no DOU de 19.11.98","Autoriza o Poder Executivo a abrir aos Orçamentos Fiscal e da Seguridade Social da União, em favor de diversos órgãos do Poder Judiciário, crédito suplementar no valor global de R$15.235.589,00 para os fins que especifica."
"9.704, de 17.11.98Publicada no DOU de 18.11.98","Institui normas relativas ao exercício, pelo Advogado-Geral da União, de orientação normativa e de supervisão técnica sobre os órgãos jurídicos das autarquias federais e das fundações instituídas e mantidas pela União."
"9.703, de 17.11.98Publicada no DOU de 18.11.98",Dispõe sobre os depósitos judiciais e extrajudiciais de tributos e contribuições federais.
"9.702, de 17.11.98Publicada no DOU de 18.11.98",Dispõe sobre critérios especiais para alienação de imóveis de propriedade do Instituto Nacional do Seguro Social - INSS e dá outras providências.
"9.701, de 17.11.98Publicada no DOU de 18.11.98",Dispõe sobre a base de cálculo da Contribuição para o Programa de Integração Social - PIS devida pelas pessoas jurídicas a que se refere o § 1 o do art. 22 da Lei n o
"9.700, de 12.11.98Publicada no DOU de 13.11.98","Modifica dispositivo da Lei n o 9.491, de 9 de setembro de 1997, que ""altera procedimentos relativos ao Programa Nacional de Desestatização, revoga a Lei n o"
"9.699, de 08.09.98Publicada no DOU de 9.9.98","Altera a Lei n o 8.185, de 14 de maio de 1991, alterada pela Lei n o"
"9.698, de 02.09.98Publicada no DOU de 3.9.98","Dispõe sobre a criação de Juntas de Conciliação e Julgamento na 15ª Região da Justiça do Trabalho, define jurisdições e dá outras providências."
"9.697, de 02.09.98Publicada no DOU de 3.9.98","Cria Juntas de Conciliação e Julgamento na 2ª Região da Justiça do Trabalho, define jurisdição e dá outras providências."
"9.696, de 01.09.98Publicada no DOU de 2.9.98",Dispõe sobre a regulamentação da Profissão de Educação Física e cria os respectivos Conselho Federal e Conselhos Regionais de Educação Física.
"9.695, de 20.08.98Publicada no DOU de 21.8.98","Acrescenta incisos ao art. 1 o da Lei n o 8.072, de 25 de julho de 1990, que dispõe sobre os crimes hediondos, e altera os arts. 2 o , 5 o e 10 da Lei n o 6.437, de 20 de agosto de 1977, e dá outras providências. Mensagem de veto"
"9.694, de 10.08.98Publicada no DOU de 11.8.98",Autoriza a promoção post mortem
"9.693, de 27.07.98Publicada no DOU de 28.7.98","Modifica a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos), para tratar de punição ao partido político mediante suspensão de cotas do Fundo Partidário."
"9.692, de 27.07.98Publicada no DOU de 28.7.98",Dispõe sobre as diretrizes para a elaboração da lei orçamentária de 1999 e dá outras providências. Mensagem de veto
"9.691, de 22.07.98Publicada no DOU de 23.7.98","Altera a Tabela de Valores da Taxa de Fiscalização da Instalação por Estação, objeto do ANEXO III da Lei n o 9.472, de 16 de julho de 1997, que dispõe sobre a organização dos serviços de telecomunicações, a criação e o funcionamento de um órgão regulador e outros aspectos institucionais, nos termos da Emenda Constitucional n o"
"9.690, de 15.07.98Publicada no DOU de 16.7.98",Dispõe sobre a inclusão do Vale do Jequitinhonha do Estado de Minas Gerais e de Municípios da região norte do Estado do Espírito Santo na área de atuação da Superintendência do Desenvolvimento do Nordeste-SUDENE.
"9.689, de 14.07.98Publicada no DOU de 15.7.98","Concede anistia de multas cominadas pelo Tribunal Superior do Trabalho a entidades sindicais representativas dos empregados da Empresa Petróleo Brasileiro S/A  PETROBRÁS, no período em que menciona. Mensagem de veto"
"9.688, de 06.07.98Publicada no DOU de 7.7.98",Dispõe sobre a extinção dos cargos de Censor Federal e sobre o enquadramento de seus atuais ocupantes e dá outras providências.
"9.687, de 06.07.98Publicada no DOU de 7.7.98","Dispõe sobre a aplicação da Gratificação de Condição Especial de Trabalho  GCET, criada pela Lei n o"
"9.686, de 06.07.98Publicada no DOU de 7.7.98",Concede pensão especial a Elysiário Távora Filho.
"9.685, de 06.07.98Publicada no DOU de 7.7.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor de Operações Oficiais de Crédito - Recursos sob Supervisão do Ministério da Fazenda, crédito suplementar até o limite de R$517.484.344,00, para reforço de dotação consignada no vigente orçamento."
"9.684, de 06.07.98Publicada no DOU de 7.7.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor do Ministério da Fazenda, crédito suplementar no valor de R$2.351.646,00, para reforço de dotação consignada no vigente orçamento."
"9.683, de 06.07.98Publicada no DOU de 7.7.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor de Operações Oficiais de Crédito - Recursos sob Supervisão do Ministério da Fazenda, crédito especial até o limite de R$5.000.000,00, para os fins que especifica."
"9.682, de 06.07.98Publicada no DOU de 7.7.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor do Ministério da Agricultura e do Abastecimento, crédito suplementar no valor de R$24.000.000,00, para os fins que especifica."
"9.681, de 06.07.98Publicada no DOU de 7.7.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor da Justiça Eleitoral, crédito suplementar no valor de R$65.000.000,00, para os fins que especifica."
"9.680, de 06.07.98Publicada no DOU de 7.7.98","Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor do Ministério do Planejamento e Orçamento, crédito suplementar até o limite de R$400.000,00, para os fins que especifica."
"9.679, de 06.07.98Publicada no DOU de 7.7.98","Autoriza o Poder Executivo a abrir aos Orçamentos Fiscal e da Seguridade Social da União, em favor da Presidência da República, do Ministério da Marinha e do Senado Federal, crédito suplementar no valor global de R$52.496.315,00, para os fins que especifica."
